specification,iso3,year
commodity_choice,PRY,2003
commodity_choice,PRY,2004
commodity_choice,PRY,2005
commodity_choice,PRY,2006
commodity_choice,PRY,2007
commodity_choice,PRY,2008
commodity_choice,PRY,2009
commodity_choice,PRY,2010
commodity_choice,PRY,2011
commodity_choice,PRY,2012
commodity_choice,PRY,2013
commodity_choice,PRY,2014
commodity_choice,PRY,2015
commodity_choice,PRY,2016
commodity_choice,PRY,2017
commodity_choice,PRY,2018
commodity_choice,PRY,2019
commodity_choice,PRY,2020
commodity_choice,PRY,2021
commodity_choice,SLV,1990
commodity_choice,SLV,1991
commodity_choice,SLV,1992
commodity_choice,SLV,1993
commodity_choice,SLV,1994
commodity_choice,SLV,1995
commodity_choice,SLV,1996
commodity_choice,SLV,1997
commodity_choice,SLV,1998
commodity_choice,SLV,1999
commodity_choice,SLV,2000
commodity_choice,SLV,2001
commodity_choice,SLV,2002
commodity_choice,SLV,2003
commodity_choice,SLV,2004
commodity_choice,SLV,2005
commodity_choice,SLV,2006
commodity_choice,SLV,2007
commodity_choice,SLV,2008
commodity_choice,SLV,2009
commodity_choice,SLV,2010
commodity_choice,SLV,2011
commodity_choice,SLV,2012
commodity_choice,SLV,2013
commodity_choice,SLV,2014
commodity_choice,SLV,2015
commodity_choice,SLV,2016
commodity_choice,SLV,2017
commodity_choice,SLV,2018
commodity_choice,SLV,2019
commodity_choice,SLV,2020
commodity_choice,SLV,2021
commodity_choice,URY,1990
commodity_choice,URY,1991
commodity_choice,URY,1992
commodity_choice,URY,1993
commodity_choice,URY,1994
commodity_choice,URY,1995
commodity_choice,URY,1996
commodity_choice,URY,1997
commodity_choice,URY,1998
commodity_choice,URY,1999
commodity_choice,URY,2000
commodity_choice,URY,2001
commodity_choice,URY,2002
commodity_choice,URY,2003
commodity_choice,URY,2004
commodity_choice,URY,2005
commodity_choice,URY,2006
commodity_choice,URY,2007
commodity_choice,URY,2008
commodity_choice,URY,2009
commodity_choice,URY,2010
commodity_choice,URY,2011
commodity_choice,URY,2012
commodity_choice,URY,2013
commodity_choice,URY,2014
commodity_choice,URY,2015
commodity_choice,URY,2016
commodity_choice,URY,2017
commodity_choice,URY,2018
commodity_choice,URY,2019
commodity_choice,URY,2020
commodity_choice,URY,2021
commodity_choice,VEN,1990
commodity_choice,VEN,1991
commodity_choice,VEN,1992
commodity_choice,VEN,1993
commodity_choice,VEN,1994
commodity_choice,VEN,1995
commodity_choice,VEN,1996
commodity_choice,VEN,1997
commodity_choice,VEN,1998
commodity_choice,VEN,1999
commodity_choice,VEN,2000
commodity_choice,VEN,2001
commodity_choice,VEN,2002
commodity_choice,VEN,2003
commodity_choice,VEN,2004
commodity_choice,VEN,2005
commodity_choice,VEN,2006
commodity_choice,VEN,2007
commodity_choice,VEN,2008
commodity_choice,VEN,2009
commodity_choice,VEN,2010
commodity_choice,VEN,2011
commodity_choice,VEN,2012
commodity_choice,VEN,2013
commodity_choice,VEN,2014
commodity_labour,ARG,1990
commodity_labour,ARG,1991
commodity_labour,ARG,1992
commodity_labour,ARG,1993
commodity_labour,ARG,1994
commodity_labour,ARG,1995
commodity_labour,ARG,1996
commodity_labour,ARG,1997
commodity_labour,ARG,1998
commodity_labour,ARG,1999
commodity_labour,ARG,2000
commodity_labour,ARG,2001
commodity_labour,ARG,2002
commodity_labour,ARG,2003
commodity_labour,ARG,2004
commodity_labour,ARG,2005
commodity_labour,ARG,2006
commodity_labour,ARG,2007
commodity_labour,ARG,2008
commodity_labour,ARG,2009
commodity_labour,ARG,2010
commodity_labour,ARG,2011
commodity_labour,ARG,2012
commodity_labour,ARG,2013
commodity_labour,ARG,2014
commodity_labour,ARG,2015
commodity_labour,ARG,2016
commodity_labour,ARG,2017
commodity_labour,ARG,2018
commodity_labour,ARG,2019
commodity_labour,ARG,2020
commodity_labour,ARG,2021
commodity_labour,BOL,1990
commodity_labour,BOL,1991
commodity_labour,BOL,1992
commodity_labour,BOL,1993
commodity_labour,BOL,1994
commodity_labour,BOL,1995
commodity_labour,BOL,1996
commodity_labour,BOL,1997
commodity_labour,BOL,1998
commodity_labour,BOL,1999
commodity_labour,BOL,2000
commodity_labour,BOL,2001
commodity_labour,BOL,2002
commodity_labour,BOL,2003
commodity_labour,BOL,2004
commodity_labour,BOL,2005
commodity_labour,BOL,2006
commodity_labour,BOL,2007
commodity_labour,BOL,2008
commodity_labour,BOL,2009
commodity_labour,BOL,2010
commodity_labour,BOL,2011
commodity_labour,BOL,2012
commodity_labour,BOL,2013
commodity_labour,BOL,2014
commodity_labour,BOL,2015
commodity_labour,BOL,2016
commodity_labour,BOL,2017
commodity_labour,BOL,2018
commodity_labour,BOL,2019
commodity_labour,BOL,2020
commodity_labour,BOL,2021
commodity_labour,BRA,1990
commodity_labour,BRA,1991
commodity_labour,BRA,1992
commodity_labour,BRA,1993
commodity_labour,BRA,1994
commodity_labour,BRA,1995
commodity_labour,BRA,1996
commodity_labour,BRA,1997
commodity_labour,BRA,1998
commodity_labour,BRA,1999
commodity_labour,BRA,2000
commodity_labour,BRA,2001
commodity_labour,BRA,2002
commodity_labour,BRA,2003
commodity_labour,BRA,2004
commodity_labour,BRA,2005
commodity_labour,BRA,2006
commodity_labour,BRA,2007
commodity_labour,BRA,2008
commodity_labour,BRA,2009
commodity_labour,BRA,2010
commodity_labour,BRA,2011
commodity_labour,BRA,2012
commodity_labour,BRA,2013
commodity_labour,BRA,2014
commodity_labour,BRA,2015
commodity_labour,BRA,2016
commodity_labour,BRA,2017
commodity_labour,BRA,2018
commodity_labour,BRA,2019
commodity_labour,BRA,2020
commodity_labour,BRA,2021
commodity_labour,CHL,1990
commodity_labour,CHL,1991
commodity_labour,CHL,1992
commodity_labour,CHL,1993
commodity_labour,CHL,1994
commodity_labour,CHL,1995
commodity_labour,CHL,1996
commodity_labour,CHL,1997
commodity_labour,CHL,1998
commodity_labour,CHL,1999
commodity_labour,CHL,2000
commodity_labour,CHL,2001
commodity_labour,CHL,2002
commodity_labour,CHL,2003
commodity_labour,CHL,2004
commodity_labour,CHL,2005
commodity_labour,CHL,2006
commodity_labour,CHL,2007
commodity_labour,CHL,2008
commodity_labour,CHL,2009
commodity_labour,CHL,2010
commodity_labour,CHL,2011
commodity_labour,CHL,2012
commodity_labour,CHL,2013
commodity_labour,CHL,2014
commodity_labour,CHL,2015
commodity_labour,CHL,2016
commodity_labour,CHL,2017
commodity_labour,CHL,2018
commodity_labour,CHL,2019
commodity_labour,CHL,2020
commodity_labour,CHL,2021
commodity_labour,COL,1990
commodity_labour,COL,1991
commodity_labour,COL,1992
commodity_labour,COL,1993
commodity_labour,COL,1994
commodity_labour,COL,1995
commodity_labour,COL,1996
commodity_labour,COL,1997
commodity_labour,COL,1998
commodity_labour,COL,1999
commodity_labour,COL,2000
commodity_labour,COL,2001
commodity_labour,COL,2002
commodity_labour,COL,2003
commodity_labour,COL,2004
commodity_labour,COL,2005
commodity_labour,COL,2006
commodity_labour,COL,2007
commodity_labour,COL,2008
commodity_labour,COL,2009
commodity_labour,COL,2010
commodity_labour,COL,2011
commodity_labour,COL,2012
commodity_labour,COL,2013
commodity_labour,COL,2014
commodity_labour,COL,2015
commodity_labour,COL,2016
commodity_labour,COL,2017
commodity_labour,COL,2018
commodity_labour,COL,2019
commodity_labour,COL,2020
commodity_labour,COL,2021
commodity_labour,CRI,1990
commodity_labour,CRI,1991
commodity_labour,CRI,1992
commodity_labour,CRI,1993
commodity_labour,CRI,1994
commodity_labour,CRI,1995
commodity_labour,CRI,1996
commodity_labour,CRI,1997
commodity_labour,CRI,1998
commodity_labour,CRI,1999
commodity_labour,CRI,2000
commodity_labour,CRI,2001
commodity_labour,CRI,2002
commodity_labour,CRI,2003
commodity_labour,CRI,2004
commodity_labour,CRI,2005
commodity_labour,CRI,2006
commodity_labour,CRI,2007
commodity_labour,CRI,2008
commodity_labour,CRI,2009
commodity_labour,CRI,2010
commodity_labour,CRI,2011
commodity_labour,CRI,2012
commodity_labour,CRI,2013
commodity_labour,CRI,2014
commodity_labour,CRI,2015
commodity_labour,CRI,2016
commodity_labour,CRI,2017
commodity_labour,CRI,2018
commodity_labour,CRI,2019
commodity_labour,CRI,2020
commodity_labour,CRI,2021
commodity_labour,DOM,1990
commodity_labour,DOM,1991
commodity_labour,DOM,1992
commodity_labour,DOM,1993
commodity_labour,DOM,1994
commodity_labour,DOM,1995
commodity_labour,DOM,1996
commodity_labour,DOM,1997
commodity_labour,DOM,1998
commodity_labour,DOM,1999
commodity_labour,DOM,2000
commodity_labour,DOM,2001
commodity_labour,DOM,2002
commodity_labour,DOM,2003
commodity_labour,DOM,2004
commodity_labour,DOM,2005
commodity_labour,DOM,2006
commodity_labour,DOM,2007
commodity_labour,DOM,2008
commodity_labour,DOM,2009
commodity_labour,DOM,2010
commodity_labour,DOM,2011
commodity_labour,DOM,2012
commodity_labour,DOM,2013
commodity_labour,DOM,2014
commodity_labour,DOM,2015
commodity_labour,DOM,2016
commodity_labour,DOM,2017
commodity_labour,DOM,2018
commodity_labour,DOM,2019
commodity_labour,DOM,2020
commodity_labour,DOM,2021
commodity_labour,ECU,1990
commodity_labour,ECU,1991
commodity_labour,ECU,1992
commodity_labour,ECU,1993
commodity_labour,ECU,1994
commodity_labour,ECU,1995
commodity_labour,ECU,1996
commodity_labour,ECU,1997
commodity_labour,ECU,1998
commodity_labour,ECU,1999
commodity_labour,ECU,2000
commodity_labour,ECU,2001
commodity_labour,ECU,2002
commodity_labour,ECU,2003
commodity_labour,ECU,2004
commodity_labour,ECU,2005
commodity_labour,ECU,2006
commodity_labour,ECU,2007
commodity_labour,ECU,2008
commodity_labour,ECU,2009
commodity_labour,ECU,2010
commodity_labour,ECU,2011
commodity_labour,ECU,2012
commodity_labour,ECU,2013
commodity_labour,ECU,2014
commodity_labour,ECU,2015
commodity_labour,ECU,2016
commodity_labour,ECU,2017
commodity_labour,ECU,2018
commodity_labour,ECU,2019
commodity_labour,ECU,2020
commodity_labour,ECU,2021
commodity_labour,GTM,1990
commodity_labour,GTM,1991
commodity_labour,GTM,1992
commodity_labour,GTM,1993
commodity_labour,GTM,1994
commodity_labour,GTM,1995
commodity_labour,GTM,1996
commodity_labour,GTM,1997
commodity_labour,GTM,1998
commodity_labour,GTM,1999
commodity_labour,GTM,2000
commodity_labour,GTM,2001
commodity_labour,GTM,2002
commodity_labour,GTM,2003
commodity_labour,GTM,2004
commodity_labour,GTM,2005
commodity_labour,GTM,2006
commodity_labour,GTM,2007
commodity_labour,GTM,2008
commodity_labour,GTM,2009
commodity_labour,GTM,2010
commodity_labour,GTM,2011
commodity_labour,GTM,2012
commodity_labour,GTM,2013
commodity_labour,GTM,2014
commodity_labour,GTM,2015
commodity_labour,GTM,2016
commodity_labour,GTM,2017
commodity_labour,GTM,2018
commodity_labour,GTM,2019
commodity_labour,GTM,2020
commodity_labour,GTM,2021
commodity_labour,HND,1990
commodity_labour,HND,1991
commodity_labour,HND,1992
commodity_labour,HND,1993
commodity_labour,HND,1994
commodity_labour,HND,1995
commodity_labour,HND,1996
commodity_labour,HND,1997
commodity_labour,HND,1998
commodity_labour,HND,1999
commodity_labour,HND,2000
commodity_labour,HND,2001
commodity_labour,HND,2002
commodity_labour,HND,2003
commodity_labour,HND,2004
commodity_labour,HND,2005
commodity_labour,HND,2006
commodity_labour,HND,2007
commodity_labour,HND,2008
commodity_labour,HND,2009
commodity_labour,HND,2010
commodity_labour,HND,2011
commodity_labour,HND,2012
commodity_labour,HND,2013
commodity_labour,HND,2014
commodity_labour,HND,2015
commodity_labour,HND,2016
commodity_labour,HND,2017
commodity_labour,HND,2018
commodity_labour,HND,2019
commodity_labour,HND,2020
commodity_labour,HND,2021
commodity_labour,MEX,1990
commodity_labour,MEX,1991
commodity_labour,MEX,1992
commodity_labour,MEX,1993
commodity_labour,MEX,1994
commodity_labour,MEX,1995
commodity_labour,MEX,1996
commodity_labour,MEX,1997
commodity_labour,MEX,1998
commodity_labour,MEX,1999
commodity_labour,MEX,2000
commodity_labour,MEX,2001
commodity_labour,MEX,2002
commodity_labour,MEX,2003
commodity_labour,MEX,2004
commodity_labour,MEX,2005
commodity_labour,MEX,2006
commodity_labour,MEX,2007
commodity_labour,MEX,2008
commodity_labour,MEX,2009
commodity_labour,MEX,2010
commodity_labour,MEX,2011
commodity_labour,MEX,2012
commodity_labour,MEX,2013
commodity_labour,MEX,2014
commodity_labour,MEX,2015
commodity_labour,MEX,2016
commodity_labour,MEX,2017
commodity_labour,MEX,2018
commodity_labour,MEX,2019
commodity_labour,MEX,2020
commodity_labour,MEX,2021
commodity_labour,NIC,1990
commodity_labour,NIC,1991
commodity_labour,NIC,1992
commodity_labour,NIC,1993
commodity_labour,NIC,1994
commodity_labour,NIC,1995
commodity_labour,NIC,1996
commodity_labour,NIC,1997
commodity_labour,NIC,1998
commodity_labour,NIC,1999
commodity_labour,NIC,2000
commodity_labour,NIC,2001
commodity_labour,NIC,2002
commodity_labour,NIC,2003
commodity_labour,NIC,2004
commodity_labour,NIC,2005
commodity_labour,NIC,2006
commodity_labour,NIC,2007
commodity_labour,NIC,2008
commodity_labour,NIC,2009
commodity_labour,NIC,2010
commodity_labour,NIC,2011
commodity_labour,NIC,2012
commodity_labour,NIC,2013
commodity_labour,NIC,2014
commodity_labour,NIC,2015
commodity_labour,NIC,2016
commodity_labour,NIC,2017
commodity_labour,NIC,2018
commodity_labour,NIC,2019
commodity_labour,NIC,2020
commodity_labour,NIC,2021
commodity_labour,PAN,1990
commodity_labour,PAN,1991
commodity_labour,PAN,1992
commodity_labour,PAN,1993
commodity_labour,PAN,1994
commodity_labour,PAN,1995
commodity_labour,PAN,1996
commodity_labour,PAN,1997
commodity_labour,PAN,1998
commodity_labour,PAN,1999
commodity_labour,PAN,2000
commodity_labour,PAN,2001
commodity_labour,PAN,2002
commodity_labour,PAN,2003
commodity_labour,PAN,2004
commodity_labour,PAN,2005
commodity_labour,PAN,2006
commodity_labour,PAN,2007
commodity_labour,PAN,2008
commodity_labour,PAN,2009
commodity_labour,PAN,2010
commodity_labour,PAN,2011
commodity_labour,PAN,2012
commodity_labour,PAN,2013
commodity_labour,PAN,2014
commodity_labour,PAN,2015
commodity_labour,PAN,2016
commodity_labour,PAN,2017
commodity_labour,PAN,2018
commodity_labour,PAN,2019
commodity_labour,PAN,2020
commodity_labour,PAN,2021
commodity_labour,PER,1990
commodity_labour,PER,1991
commodity_labour,PER,1992
commodity_labour,PER,1993
commodity_labour,PER,1994
commodity_labour,PER,1995
commodity_labour,PER,1996
commodity_labour,PER,1997
commodity_labour,PER,1998
commodity_labour,PER,1999
commodity_labour,PER,2000
commodity_labour,PER,2001
commodity_labour,PER,2002
commodity_labour,PER,2003
commodity_labour,PER,2004
commodity_labour,PER,2005
commodity_labour,PER,2006
commodity_labour,PER,2007
commodity_labour,PER,2008
commodity_labour,PER,2009
commodity_labour,PER,2010
commodity_labour,PER,2011
commodity_labour,PER,2012
commodity_labour,PER,2013
commodity_labour,PER,2014
commodity_labour,PER,2015
commodity_labour,PER,2016
commodity_labour,PER,2017
commodity_labour,PER,2018
commodity_labour,PER,2019
commodity_labour,PER,2020
commodity_labour,PER,2021
commodity_labour,PRY,1990
commodity_labour,PRY,1991
commodity_labour,PRY,1992
commodity_labour,PRY,1993
commodity_labour,PRY,1994
commodity_labour,PRY,1995
commodity_labour,PRY,1996
commodity_labour,PRY,1997
commodity_labour,PRY,1998
commodity_labour,PRY,1999
commodity_labour,PRY,2000
commodity_labour,PRY,2001
commodity_labour,PRY,2002
commodity_labour,PRY,2003
commodity_labour,PRY,2004
commodity_labour,PRY,2005
commodity_labour,PRY,2006
commodity_labour,PRY,2007
commodity_labour,PRY,2008
commodity_labour,PRY,2009
commodity_labour,PRY,2010
commodity_labour,PRY,2011
commodity_labour,PRY,2012
commodity_labour,PRY,2013
commodity_labour,PRY,2014
commodity_labour,PRY,2015
commodity_labour,PRY,2016
commodity_labour,PRY,2017
commodity_labour,PRY,2018
commodity_labour,PRY,2019
commodity_labour,PRY,2020
commodity_labour,PRY,2021
commodity_labour,SLV,2004
commodity_labour,SLV,2005
commodity_labour,SLV,2006
commodity_labour,SLV,2007
commodity_labour,SLV,2008
commodity_labour,SLV,2009
commodity_labour,SLV,2010
commodity_labour,SLV,2011
commodity_labour,SLV,2012
commodity_labour,SLV,2013
commodity_labour,SLV,2014
commodity_labour,SLV,2015
commodity_labour,SLV,2016
commodity_labour,SLV,2017
commodity_labour,SLV,2018
commodity_labour,SLV,2019
commodity_labour,SLV,2020
commodity_labour,SLV,2021
commodity_labour,URY,1990
commodity_labour,URY,1991
commodity_labour,URY,1992
commodity_labour,URY,1993
commodity_labour,URY,1994
commodity_labour,URY,1995
commodity_labour,URY,1996
commodity_labour,URY,1997
commodity_labour,URY,1998
commodity_labour,URY,1999
commodity_labour,URY,2000
commodity_labour,URY,2001
commodity_labour,URY,2002
commodity_labour,URY,2003
commodity_labour,URY,2004
commodity_labour,URY,2005
commodity_labour,URY,2006
commodity_labour,URY,2007
commodity_labour,URY,2008
commodity_labour,URY,2009
commodity_labour,URY,2010
commodity_labour,URY,2011
commodity_labour,URY,2012
commodity_labour,URY,2013
commodity_labour,URY,2014
commodity_labour,URY,2015
commodity_labour,URY,2016
commodity_labour,URY,2017
commodity_labour,URY,2018
commodity_labour,URY,2019
commodity_labour,URY,2020
commodity_labour,URY,2021
commodity_labour,VEN,1990
commodity_labour,VEN,1991
commodity_labour,VEN,1992
commodity_labour,VEN,1993
commodity_labour,VEN,1994
commodity_labour,VEN,1995
commodity_labour,VEN,1996
commodity_labour,VEN,1997
commodity_labour,VEN,1998
commodity_labour,VEN,1999
commodity_labour,VEN,2000
commodity_labour,VEN,2001
commodity_labour,VEN,2002
commodity_labour,VEN,2003
commodity_labour,VEN,2004
commodity_labour,VEN,2005
commodity_labour,VEN,2006
commodity_labour,VEN,2007
commodity_labour,VEN,2008
commodity_labour,VEN,2009
commodity_labour,VEN,2010
commodity_labour,VEN,2011
commodity_labour,VEN,2012
commodity_labour,VEN,2013
commodity_labour,VEN,2014
robot_repression,ARG,1997
robot_repression,ARG,1998
robot_repression,ARG,1999
robot_repression,ARG,2000
robot_repression,ARG,2001
robot_repression,ARG,2002
robot_repression,ARG,2003
robot_repression,ARG,2004
robot_repression,ARG,2005
robot_repression,ARG,2006
robot_repression,ARG,2007
robot_repression,ARG,2008
robot_repression,ARG,2009
robot_repression,ARG,2010
robot_repression,ARG,2011
robot_repression,ARG,2012
robot_repression,ARG,2013
robot_repression,ARG,2014
robot_repression,ARG,2015
robot_repression,ARG,2016
robot_repression,ARG,2017
robot_repression,ARG,2018
robot_repression,ARG,2019
robot_repression,ARG,2020
robot_repression,ARG,2021
robot_repression,BOL,1997
robot_repression,BOL,1998
robot_repression,BOL,1999
robot_repression,BOL,2000
robot_repression,BOL,2001
robot_repression,BOL,2002
robot_repression,BOL,2003
robot_repression,BOL,2004
robot_repression,BOL,2005
robot_repression,BOL,2006
robot_repression,BOL,2007
robot_repression,BOL,2008
robot_repression,BOL,2009
robot_repression,BOL,2010
robot_repression,BOL,2011
robot_repression,BOL,2012
robot_repression,BOL,2013
robot_repression,BOL,2014
robot_repression,BOL,2015
robot_repression,BOL,2016
robot_repression,BOL,2017
robot_repression,BOL,2018
robot_repression,BOL,2019
robot_repression,BOL,2020
robot_repression,BOL,2021
robot_repression,BRA,1997
robot_repression,BRA,1998
robot_repression,BRA,1999
robot_repression,BRA,2000
robot_repression,BRA,2001
robot_repression,BRA,2002
robot_repression,BRA,2003
robot_repression,BRA,2004
robot_repression,BRA,2005
robot_repression,BRA,2006
robot_repression,BRA,2007
robot_repression,BRA,2008
robot_repression,BRA,2009
robot_repression,BRA,2010
robot_repression,BRA,2011
robot_repression,BRA,2012
robot_repression,BRA,2013
robot_repression,BRA,2014
robot_repression,BRA,2015
robot_repression,BRA,2016
robot_repression,BRA,2017
robot_repression,BRA,2018
robot_repression,BRA,2019
robot_repression,BRA,2020
robot_repression,BRA,2021
robot_repression,CHL,1997
robot_repression,CHL,1998
robot_repression,CHL,1999
robot_repression,CHL,2000
robot_repression,CHL,2001
robot_repression,CHL,2002
robot_repression,CHL,2003
robot_repression,CHL,2004
robot_repression,CHL,2005
robot_repression,CHL,2006
robot_repression,CHL,2007
robot_repression,CHL,2008
robot_repression,CHL,2009
robot_repression,CHL,2010
robot_repression,CHL,2011
robot_repression,CHL,2012
robot_repression,CHL,2013
robot_repression,CHL,2014
robot_repression,CHL,2015
robot_repression,CHL,2016
robot_repression,CHL,2017
robot_repression,CHL,2018
robot_repression,CHL,2019
robot_repression,CHL,2020
robot_repression,CHL,2021
robot_repression,COL,1997
robot_repression,COL,1998
robot_repression,COL,1999
robot_repression,COL,2000
robot_repression,COL,2001
robot_repression,COL,2002
robot_repression,COL,2003
robot_repression,COL,2004
robot_repression,COL,2005
robot_repression,COL,2006
robot_repression,COL,2007
robot_repression,COL,2008
robot_repression,COL,2009
robot_repression,COL,2010
robot_repression,COL,2011
robot_repression,COL,2012
robot_repression,COL,2013
robot_repression,COL,2014
robot_repression,COL,2015
robot_repression,COL,2016
robot_repression,COL,2017
robot_repression,COL,2018
robot_repression,COL,2019
robot_repression,COL,2020
robot_repression,COL,2021
robot_repression,CRI,1997
robot_repression,CRI,1998
robot_repression,CRI,1999
robot_repression,CRI,2000
robot_repression,CRI,2001
robot_repression,CRI,2002
robot_repression,CRI,2003
robot_repression,CRI,2004
robot_repression,CRI,2005
robot_repression,CRI,2006
robot_repression,CRI,2007
robot_repression,CRI,2008
robot_repression,CRI,2009
robot_repression,CRI,2010
robot_repression,CRI,2011
robot_repression,CRI,2012
robot_repression,CRI,2013
robot_repression,CRI,2014
robot_repression,CRI,2015
robot_repression,CRI,2016
robot_repression,CRI,2017
robot_repression,CRI,2018
robot_repression,CRI,2019
robot_repression,CRI,2020
robot_repression,CRI,2021
robot_repression,DOM,1997
robot_repression,DOM,1998
robot_repression,DOM,1999
robot_repression,DOM,2000
robot_repression,DOM,2001
robot_repression,DOM,2002
robot_repression,DOM,2003
robot_repression,DOM,2004
robot_repression,DOM,2005
robot_repression,DOM,2006
robot_repression,DOM,2007
robot_repression,DOM,2008
robot_repression,DOM,2009
robot_repression,DOM,2010
robot_repression,DOM,2011
robot_repression,DOM,2012
robot_repression,DOM,2013
robot_repression,DOM,2014
robot_repression,DOM,2015
robot_repression,DOM,2016
robot_repression,DOM,2017
robot_repression,DOM,2018
robot_repression,DOM,2019
robot_repression,DOM,2020
robot_repression,DOM,2021
robot_repression,ECU,1997
robot_repression,ECU,1998
robot_repression,ECU,1999
robot_repression,ECU,2000
robot_repression,ECU,2001
robot_repression,ECU,2002
robot_repression,ECU,2003
robot_repression,ECU,2004
robot_repression,ECU,2005
robot_repression,ECU,2006
robot_repression,ECU,2007
robot_repression,ECU,2008
robot_repression,ECU,2009
robot_repression,ECU,2010
robot_repression,ECU,2011
robot_repression,ECU,2012
robot_repression,ECU,2013
robot_repression,ECU,2014
robot_repression,ECU,2015
robot_repression,ECU,2016
robot_repression,ECU,2017
robot_repression,ECU,2018
robot_repression,ECU,2019
robot_repression,ECU,2020
robot_repression,ECU,2021
robot_repression,GTM,1997
robot_repression,GTM,1998
robot_repression,GTM,1999
robot_repression,GTM,2000
robot_repression,GTM,2001
robot_repression,GTM,2002
robot_repression,GTM,2003
robot_repression,GTM,2004
robot_repression,GTM,2005
robot_repression,GTM,2006
robot_repression,GTM,2007
robot_repression,GTM,2008
robot_repression,GTM,2009
robot_repression,GTM,2010
robot_repression,GTM,2011
robot_repression,GTM,2012
robot_repression,GTM,2013
robot_repression,GTM,2014
robot_repression,GTM,2015
robot_repression,GTM,2016
robot_repression,GTM,2017
robot_repression,GTM,2018
robot_repression,GTM,2019
robot_repression,GTM,2020
robot_repression,GTM,2021
robot_repression,HND,1997
robot_repression,HND,1998
robot_repression,HND,1999
robot_repression,HND,2000
robot_repression,HND,2001
robot_repression,HND,2002
robot_repression,HND,2003
robot_repression,HND,2004
robot_repression,HND,2005
robot_repression,HND,2006
robot_repression,HND,2007
robot_repression,HND,2008
robot_repression,HND,2009
robot_repression,HND,2010
robot_repression,HND,2011
robot_repression,HND,2012
robot_repression,HND,2013
robot_repression,HND,2014
robot_repression,HND,2015
robot_repression,HND,2016
robot_repression,HND,2017
robot_repression,HND,2018
robot_repression,HND,2019
robot_repression,HND,2020
robot_repression,HND,2021
robot_repression,MEX,1997
robot_repression,MEX,1998
robot_repression,MEX,1999
robot_repression,MEX,2000
robot_repression,MEX,2001
robot_repression,MEX,2002
robot_repression,MEX,2003
robot_repression,MEX,2004
robot_repression,MEX,2005
robot_repression,MEX,2006
robot_repression,MEX,2007
robot_repression,MEX,2008
robot_repression,MEX,2009
robot_repression,MEX,2010
robot_repression,MEX,2011
robot_repression,MEX,2012
robot_repression,MEX,2013
robot_repression,MEX,2014
robot_repression,MEX,2015
robot_repression,MEX,2016
robot_repression,MEX,2017
robot_repression,MEX,2018
robot_repression,MEX,2019
robot_repression,MEX,2020
robot_repression,MEX,2021
robot_repression,NIC,1997
robot_repression,NIC,1998
robot_repression,NIC,1999
robot_repression,NIC,2000
robot_repression,NIC,2001
robot_repression,NIC,2002
robot_repression,NIC,2003
robot_repression,NIC,2004
robot_repression,NIC,2005
robot_repression,NIC,2006
robot_repression,NIC,2007
robot_repression,NIC,2008
robot_repression,NIC,2009
robot_repression,NIC,2010
robot_repression,NIC,2011
robot_repression,NIC,2012
robot_repression,NIC,2013
robot_repression,NIC,2014
robot_repression,NIC,2015
robot_repression,NIC,2016
robot_repression,NIC,2017
robot_repression,NIC,2018
robot_repression,NIC,2019
robot_repression,NIC,2020
robot_repression,NIC,2021
robot_repression,PAN,1997
robot_repression,PAN,1998
robot_repression,PAN,1999
robot_repression,PAN,2000
robot_repression,PAN,2001
robot_repression,PAN,2002
robot_repression,PAN,2003
robot_repression,PAN,2004
robot_repression,PAN,2005
robot_repression,PAN,2006
robot_repression,PAN,2007
robot_repression,PAN,2008
robot_repression,PAN,2009
robot_repression,PAN,2010
robot_repression,PAN,2011
robot_repression,PAN,2012
robot_repression,PAN,2013
robot_repression,PAN,2014
robot_repression,PAN,2015
robot_repression,PAN,2016
robot_repression,PAN,2017
robot_repression,PAN,2018
robot_repression,PAN,2019
robot_repression,PAN,2020
robot_repression,PAN,2021
robot_repression,PER,1997
robot_repression,PER,1998
robot_repression,PER,1999
robot_repression,PER,2000
robot_repression,PER,2001
robot_repression,PER,2002
robot_repression,PER,2003
robot_repression,PER,2004
robot_repression,PER,2005
robot_repression,PER,2006
robot_repression,PER,2007
robot_repression,PER,2008
robot_repression,PER,2009
robot_repression,PER,2010
robot_repression,PER,2011
robot_repression,PER,2012
robot_repression,PER,2013
robot_repression,PER,2014
robot_repression,PER,2015
robot_repression,PER,2016
robot_repression,PER,2017
robot_repression,PER,2018
robot_repression,PER,2019
robot_repression,PER,2020
robot_repression,PER,2021
robot_repression,PRY,1997
robot_repression,PRY,1998
robot_repression,PRY,1999
robot_repression,PRY,2000
robot_repression,PRY,2001
robot_repression,PRY,2002
robot_repression,PRY,2003
robot_repression,PRY,2004
robot_repression,PRY,2005
robot_repression,PRY,2006
robot_repression,PRY,2007
robot_repression,PRY,2008
robot_repression,PRY,2009
robot_repression,PRY,2010
robot_repression,PRY,2011
robot_repression,PRY,2012
robot_repression,PRY,2013
robot_repression,PRY,2014
robot_repression,PRY,2015
robot_repression,PRY,2016
robot_repression,PRY,2017
robot_repression,PRY,2018
robot_repression,PRY,2019
robot_repression,PRY,2020
robot_repression,PRY,2021
robot_repression,SLV,1997
robot_repression,SLV,1998
robot_repression,SLV,1999
robot_repression,SLV,2000
robot_repression,SLV,2001
